text_preview,patterns
I find most metal rings are a little too long. I also find that the rings tend t,Unclassified
Pretty good Product but it doesn't work as well as I expected.My son loves this!,Deceptive
"This is a really pretty little set, with lots of different textures and sounds. ",Deceptive
I ordered two of  this set and they work fine.  I also have a pair of the other ,Unclassified
I was so happy when I read the story and decided to read it for my Kindle.  It i,Deceptive
"This is one of the better ones I've read in a long time, and I'm just glad I rea",Deceptive
"Maybe it is just me, and I don't know. I'm not sure if I'm just being self-absor",Unclassified
Item was as I wanted it to be. The fit is nice and snug.,Spam
"let me start off with this. The quality is good, it's simple to assemble and the",Unclassified
No more random coffee mugs.  The quality is just what I wanted.  I am just glad ,Unclassified
Love the way the gun looks. The only problem is that it comes with a small screw,Unclassified
"This book was good read, but it was a little slow for me. I really liked the wri",Unclassified
I have read some of the reviews and thought it would be a nice addition to the b,Unclassified
This is an excellent bag.  I love the materials and the construction.  The zippe,Deceptive
I bought these as a gift for my husband and he loved them. He loves the way they,Deceptive
"Was not flat, so I had to make a long diagonal cut to keep it flat. The other tw",Deceptive
Fit great and true to size. The only problem is that it's a little too large for,Unclassified
"My furkids love these!! It's a real shame they don't fit in the crate, I",Unclassified
"This is such a fun little set, and the instructions are easy to follow. I would ",Deceptive
a bit expensive but well worth it.  It is a little heavy for my small size and d,Deceptive
"Awesome may sound like hyperbole, but it's true.  I'm a happy camper and the sou","Deceptive, Paid/Promotional"
I always read people's reviews and thought I was going to be a sucker for a book,Deceptive
Bought this for the wife's 13 year old son and she loved it.  He loves it and we,Deceptive
fits perfect to the phone. small and styling. love the way it makes the phone lo,Deceptive
Why do I love this show?,Spam
I didn't love this.  I was looking for something new in the genre because I feel,Unclassified
"As someone who remembers well, this movie was very funny.  I also enjoyed the wa",Deceptive
The size of this product is an amazing quality and it is a nice addition to the ,Unclassified
Great cables. They are working great. The only problem is that they are not very,Unclassified
Wow so surprised by how nice it is.  I've had it for a couple of years and it's ,Deceptive
I really enjoyed this book.  I love the way it explains how science can help peo,Unclassified
I have two water fountains and a large pond and these are perfect.  They are eas,Deceptive
This is a great toy for an older child.  It is easy for a child to put together ,Deceptive
This one kept me guessing.  The story is a good one.  The characters are well de,Unclassified
"This makes a great cup of coffee, and it is very easy to clean. I have one in my",Deceptive
This will be a nice starter set for the kids.  My husband and I have been wantin,Unclassified
"Really, really, really good.  Not a bad book, just not a lot of angst.  If you l",Deceptive
5 Stars *****,Spam
Just used for Thanksgiving.  We have had the same pans for about a year now and ,Deceptive
"Amazing product, so glad I bought it.  It is a great product for my dog!",Unclassified
The science of body chemistry and the relationship between the brain and the bod,Deceptive
"Warm, easy to put on, and has the wide opening for the collar.",Spam
These were perfect for my daughter. The quality is just right. She wears them al,Deceptive
These IKEA legs are manufactured in China and are very comfortable.,Spam
"This is a great tablecloth, it is lightweight and comfortable.  I also like the ",Deceptive
Profiles a family that provides a financial support system to families of all ag,Unclassified
Let me tell you - when I say I was on the edge of my seat the entire book I mean,Unclassified
"Here is what British TV looks like, with the exception of the first half hour.",Unclassified
This is a series I enjoy watching and the writing is good.  There is a lot of ac,Unclassified
The Princess guitar is a pretty in pink starter guitar for small hands and short,Unclassified
Fun for girls and boys.  The pieces are sturdy and will keep them occupied for a,Deceptive
"My lab mix just ""loves"" this toy and the dogs love it.  I have a large dog and s",Unclassified
"I love the NCAV system, it's an easy way to keep track of your students and keep",Unclassified
"I have not used this yet but I like the quality of the item, I purchased it to k",Unclassified
"When I wrote my recent review of The Crystal Queen, I didn't want to put it down",Unclassified
The good doctor gives his patients an opportunity to re-experience a world that ,Deceptive
Have been using this tank for a couple years now. I have a small lab and a large,"Deceptive, Paid/Promotional"
"These are beautiful, hardworking socks that will last years.  I will keep them f",Unclassified
This is the second book in the The Crystal Queen series.,Spam
"When I open a can, it's a very thin layer of chicken that my cats like to eat.",Unclassified
An amazing product. Lots of fun. The pieces are sturdy and the pieces fit togeth,Unclassified
An add on camera to go with the wide angle lens.,Spam
I was a little disappointed that it didn't come with a buckle.  It's been a coup,Unclassified
First off I want to thank the author for writing this book.  This is the first b,Deceptive
Skinnier than I thought. But it has the quality and design of a lot of other pro,Unclassified
This film has all the elements of the detective movie. It is a detective story a,"Deceptive, Bot-Generated"
These LED lights are fantastic. They have the quality and colors I need. These l,Deceptive
Great holster for the Shield. I wear a long sleeve T-shirt and a medium size jea,Deceptive
This is an excellent toy for my whale shark loving 4 year old. Reasons we love i,Unclassified
I didn't know anything about this movie. Saw that Angelina Jolie directed or pro,Deceptive
"This is a great reel, it is lightweight and easy to use. The only reason I gave ",Unclassified
I use these in my kitchen. The only reason I didn't give them 5 stars is because,Unclassified
It fits nice and material.  The only problem is that it comes with a small screw,Unclassified
as described.  fun.  We have had the wooden trains for a few months now and this,Unclassified
This book captivated me as it tells the story of Rebecca and Jake. Rebecca is a ,Deceptive
"The spreader portion was useless, it kept the camera in the lens.",Spam
Good Christian movie I just expected it would be  more from the apostle Johns vi,Unclassified
"Evie is quite the nerd, and I thought she was hilarious. She also had a strong v",Unclassified
"As with most Kindle book's, it's an interesting and intriguing read.",Spam
The Painter from Shanghai by Rosalind Earle is a book that is a must read for an,"Deceptive, Bot-Generated"
Quality product. Accurate description with clear picture and shipping. Very good,Spam
This is not your typical thriller. The characters are well developed and believa,Deceptive
"Love this game - just what I wanted.  The game is easy to learn, and the cards a",Unclassified
"Heard the taped version of this book, and it is a great book for a beginner to t",Deceptive
Ordered this as a gift and it arrived on time. I will keep my review for the nex,Unclassified
We bought this for my son for Christmas. He loved it. He loves to play with it a,Deceptive
Replaced 10 halogen bulb in my house and the light stays on all night for a very,Unclassified
"Seems like they could have been an easy replacement, but I'm not happy with the ",Unclassified
"In this book, the gang is caught up in a mystery that will keep them guessing fo",Unclassified
Great sneakers. My daughter loves them.Great quality and comfortable fit.  These,Unclassified
"<div id=""video-block-R1VOL1ZP3XFQAU"" class=""a-section a-spacing-small a-spacing-",Unclassified
"Although this book has been written by the author, it is a must read for everyon",Deceptive
Bought to replace a lost one. The pieces are just too small. My son loves this o,Deceptive
These are very sturdy and look great in the kitchen. I will keep them for the ne,Unclassified
"A very decent basic radio, but the quality is just too good to be true. I'm usin",Deceptive
Seals the fittings for my kitchen sink and the sink itself.,Spam
I liked.  Was just a little predictable.  Not what I expected but a good read.Gr,Deceptive
Sometimes situations in our lives are not always the best. I will admit that I h,Deceptive
Purchased for my husband for Christmas. He loves it. We also have a large one. H,Deceptive
A killer is stalking Tarker's daughter. The killer is a serial killer. The kille,"Deceptive, Bot-Generated"
"I am 5'0"" with a shoulder of 3"" long. I will admit that my height is pretty shor",Deceptive
We bought these to give our kitchen an inexpensive update. They are heavy duty w,Deceptive
3.5 Stars,Spam
Cute but wide at the waist. The wide width is good enough.,Spam
Works great in my Honda Element.  Seems nice and secure.  Easy to use.,Spam
I love pyrex quality and this set is the best. I will be purchasing more in the ,Unclassified
"Missing information on how to use it, but it is a great product for the price!  ",Unclassified
I put off putting this on my Taurus because it was a little too heavy for my 4.6,"Deceptive, Paid/Promotional"
Comfortable headbands.  3 sets of these are the best.  The first set is the best,Deceptive
I wasn't familiar with Dr. Rosalind Earley. I read her books in the early 70's. ,Unclassified
It works fine and have not had any problems.  We use it every day and it meets m,Unclassified
"Good movie, but what was lacking was the chemistry between these two characters.",Spam
I took this on a weekend trip and it was just what I needed for my camping trip.,Deceptive
"This watch had a lot of issues.  It was not waterproof, and the first time I too",Unclassified
Exactly as advertised.  The material is nice and thick.  The holder is a little ,Deceptive
My kitty loves this and it has kept her occupied for a long time.  She does not ,Deceptive
Characters you can relate too. I love the way these two characters are handled.,Spam
"I read a good review of this book by the author of ""The Book of the Year"" and I ","Deceptive, Paid/Promotional"
Bulbs last way longer than the ones I bought locally. I will keep my opener in t,Unclassified
"We have 2 dogs, these are the best quality food. I will keep feeding them this s",Deceptive
My wife loves these Under Armour ones and she loves these too. She also loves th,Unclassified
"This is quite an old story. The story is a bit different from the original, but ",Deceptive
"I wanted to try these, but the shipping was a bit slow. I just got this one. I b",Unclassified
"Looks great! Like most fake furballs, the dogs love them.  They have a strong sm",Unclassified
Nice looking. Fits slightly small. Not too tight but not too tight.,Spam
"A collection of 6 movies,2 of which are the best. I saw this one a couple of yea","Deceptive, Bot-Generated"
This shirt was pretty shapeless. But it was a very comfortable fit.  I have a la,Deceptive
Every child needs one of these. The quality is good.,Spam
"At first, this was a little bulky, but once you get it on, it's a pretty good si",Deceptive
My Lucky Charm is a quick read and the writing is good. There is a strong female,Deceptive
"Not as good as OEM, but the quality is good.",Spam
A good old fashioned ghost story. The characters are well developed and believab,Deceptive
I enjoyed reading this romance book. It was short but a good read. I would recom,Deceptive
I am absolutely happy and happy with the quality and quality of this product.  I,Deceptive
This was such a good book. The characters were well developed and kept my intere,Deceptive
"I'm absolutely in love in this book, and I love the characters. I think this one",Deceptive
"Perfect size for hanging wreath, an easy to use and efficient way to make a smal",Unclassified
"Okay, the story is good. But it's just too short. The story starts out with a se",Deceptive
This is a deceptively simple book. The author has a good grasp on how to make a ,Deceptive
Bought these to go with my old suction cups. I also love that they are removable,Unclassified
Decent little ghost story. Not a real movie. Not a good one.,Spam
They break very easy. 4 stars.Great quality and fun for all ages!My daughter lov,Unclassified
The cats love this and it has kept the cats in good health.My lab loves this tre,Deceptive
"A widower with three children, an older brother and a sister who are also widows",Deceptive
"Gabe and Katie's story is a sweet, sweet, romantic read.  There is a strong chem",Deceptive
I bought this pillow because it was the only one I could find. It's been one of ,Deceptive
Very Good. It Was Very Good. The only problem is that it doesnt turn on the scre,Unclassified
Great looking and a great value. The only problem is that it's not really a vacu,Unclassified
"Loved Flynn and Cat, opposites attract. The chemistry between Flynn and Cat was ",Deceptive
This is the best food processor I have ever used. I use it for my frozen fruit a,Deceptive
The book came quickly and I have read all the other books in the series. I am no,Unclassified
I missed it in the beginning. The pieces are just too small. My son loves this t,Unclassified
For no other reason than that it's an interesting and intriguing history.,Spam
"I love these laundry baskets, especially for the price.  I also love that they a",Deceptive
This is one of Rodney Dangerfield's best movies. I saw it for the first time las,Deceptive
My parents own this. Watched it on TV and it was good.  I have the DVD and am a ,Deceptive
This is an occult/horror story that takes you on a journey of discovery and disc,"Deceptive, Paid/Promotional"
"A wonderful bear shifter romance, this book kept me engaged. I will definitely b",Unclassified
bought for christmas present. will definitely be buying again.Very cute.  My 2 y,Deceptive
"Fun family game.  With this set, you can play with a lot of different people and",Deceptive
"The arm works great. I use it as a long cable for my computer, and I have one in","Deceptive, Paid/Promotional"
Served the purpose. I loved it. The only problem is that it's a little hard to p,Unclassified
The author has a way with words and weaving a story and making you fall in love ,Unclassified
"Since the first infomercial I saw, I thought it was a great product, but I was w",Unclassified
I have only had the stylus for a few months but it works great for the price.Gre,Deceptive
Toooooooooo much slow motion. I saw it at the theater and I was pleasantly surpr,Unclassified
I ordered these to span the holidays and they look just like the picture.  I am ,Deceptive
Where have these been all this time and how long have I had them?  I have one an,Unclassified
It was too small for my purpose and the finish was too smooth.  I would have giv,Unclassified
very handy for little ones.  quick shipping.  thank you.,Spam
"hard to get fully blown up, but kids didn't care",Spam
I have become a fan of the series and have enjoyed all of her books. She does a ,Deceptive
"Attractive and comfortable, but not enough room in the toe box to accomodate mor",Deceptive
I like the product its a little smaller than the other two but it's just the rig,Unclassified
"I needed this in order to mount the 1/4"" saw blade on my saw blade and to mount ",Unclassified
"I'm pleased w/ this purchase.  Delivery was on time...have not used it yet, but ",Unclassified
This doesn't really fit the bill. The only way to fix it is to just throw the on,Unclassified
"The ""dominos"" are very light and have the same feel. I also love that the yellow",Deceptive
It fits behind the seats and has the wide opening. I will keep it for the next c,Deceptive
I like these capris for the price and quality.  I will keep them for the next co,Unclassified
"So nice, was a gift for a friend. We love this blanket.",Spam
Great big coloring book for my 9 yr old son. He loves it! He loves to throw the,Unclassified
my kids broke first day and broke the second day. I will admit that my kids were,Unclassified
"4-5 star review for this product. The quality is good, it's simple to install an","Deceptive, Paid/Promotional"
"They are really bad, and I don't know why I didn't give them a try.  They are no",Unclassified
This harness is great for keeping my dog out of trouble.  She is a small dog and,Deceptive
The historical portions were captivating and an easy read.  I will admit that I ,Unclassified
Melissa and Doug products are always an easy way to expand your collection. This,Deceptive
Works great with a rebel T3i.  I've also used this for a few hours.I bought this,Deceptive
This is a wonderful book that will make you feel like you are in the story. I re,Deceptive
"i truelly liked this movie, it was an interesting and good movie. The movie has ",Deceptive
"Raven gathering is small town, an island with a distinct history.  There is a st",Unclassified
Very cute. Go with what you have. Not too big or too small.,Spam
didn't realize until I used it. The only reason I gave it 4 stars is because I j,Unclassified
What can you say about this lens?  It is good enough.  It's sharp and doesn,Unclassified
I'm rating 3 stars because this book was an emotional rollercoaster. I just knew,Deceptive
"Great faucet, especially for the price. The only problem is that it comes with a",Unclassified
Not for outside!  The material is strong and very comfortable for my puppy!  She,Unclassified
"Photoshop is so useful. Once I learned the basics, I started using Photoshop for",Unclassified
This was a good book with good characters....well written....would read more by ,Deceptive
"I, and my daughters, love this dress and the materials. I will be purchasing mor",Deceptive
My 7 year old loves this dress and she loves it too. She wears it in all the dif,Unclassified
Fluffy and cozy crate lining.  The only problem is that it's too small for my do,Unclassified
My little guy can't handle it. The only reason I gave it 4 stars is because the ,Deceptive
"So, I know this is a little short on the instructions but it works for me. I jus",Deceptive
We've only had this for a couple weeks and it hasn't really worked for him. He h,"Deceptive, Paid/Promotional"
installed 4 bulbs on a single AA battery.  Not too bad.  The yellow and red bulb,Deceptive
We use this to run a wireless network with my router.,Spam
"You get a lot with this set, and it is a great deal for the price.  The other tw","Deceptive, Bot-Generated"
We love this book. My daughter loves it. It is a great book for her to read and ,Deceptive
Not for normal people to enjoy. The movie is just too graphic. There is a lot of,Unclassified
"hi twister fans,",Spam
I ordered a small and it fit perfectly.  The collar is nice and thick and the co,Deceptive
"This product is absolutely great, and has the quality and quality of a quality t",Unclassified
Coverage is much better than what I expected.  The included lens hood is a must ,Unclassified
It's about half the price.  I don't know why I didn't make a purchase.  I bought,Unclassified
She believed in the power of love and the strength of love. When her best friend,Deceptive
A great selection of colored pencils and pieces.  I also love that the colors ar,Unclassified
These are a great addition to my kitchen.  I've also used them for the fruit and,Deceptive
I would have like to know more about the relationship between the two main chara,Unclassified
"This watch is definitely high-class!  I wear a long sleeve T-shirt, a yellow but",Deceptive
A small external drive that backs up my computer.  It is easy to take with me an,Unclassified
Good movie and Russell Crowe is an amazing actor. He is a great actor.,Spam
Very well done movie. Had some real problems with the sound but overall a good s,Unclassified
These were a gift for my wife and she loved them.,Spam
Perfect for my small breed dog. The only problem is that it's too small for my d,Unclassified
I don't know what everyone else has said.  I've read a lot of the reviews and I ,Deceptive
I got it for my son to use as a Christmas present.  He loves it!  It is so brigh,Deceptive
I look forward to each book in the series.I loved this book!  I was just blown a,Unclassified
This book was so very excellent. To see what Dream has been through and she is a,Deceptive
I use this thing all the time and it's just what I needed for my kitchen.  It is,Deceptive
Just got these as we go to the beach and they are perfect.  They are a bit large,Unclassified
OK I love the Firestarter series and the writing is good. This is a great book.,Unclassified
Haven't tried it in windy weather. The only problem is that it's kind of hard to,Deceptive
I find myself regretting this purchase. The quality is ok but it's not really th,Deceptive
I got two of these and they work fine.  I will keep them for the next one.I boug,Deceptive
I love this stand mixer.  The quality is just what I wanted and the mixer is jus,Unclassified
This seat is large and comfortable. The only problem is that it comes with a sma,Unclassified
"Book began OL, but it was an easy read and I loved it.",Spam
"i knew it wasn't a good fit, but it worked perfectly. I have a large one and a m",Unclassified
"Soft material, no tags, perfect for an everyday wear. Very good quality. Nice ba",Unclassified
My 12 month old loved this set and the materials are good.  My 2 year old has a ,Deceptive
I have seen this film before and I thought it was good enough. The acting was pr,Deceptive
I bought this for my pair of love birds that I thought were male and female.  Th,Deceptive
After buying shower heads with many adjustments and options,Spam
This bracket is excelent for what it is. It is thick enough to hold a 40oz conta,Unclassified
I have used it only once. The only problem is that it's kind of uncomfortable.,Unclassified
my 6 years old loves this toy and the wooden trains are a nice size for the size,Unclassified
Trained the puppy on this and it did the trick. I will keep this for the next co,Deceptive
"Excellent fit, I have these on my AR-15. I will keep them for the next couple ye",Unclassified
Love a story that shows what happens when you try to act in a way that doesn't j,Unclassified
"First off, let me just say we spoil our dog.  I'm sure most people do.  For our ",Unclassified
this is my 7th pair of Jambu shoes size 9.  These fit like 9-1/2 and I have to w,Unclassified
This film is absolutely outstanding.  I love the movie.  The plot is just amazin,"Deceptive, Bot-Generated"
"Really cute. Love the colors. The only problem is that it's not really a vacuum,",Deceptive
"The weakest part, over-the-door, is that it doesn't feel comfortable.",Spam
Would have been 5 stars if it had been more comfortable for me.,Spam
This had fewer pieces and more pieces than expected. I will admit that my daught,Unclassified
"Gives out a usable amount of air, and keeps you warm. If you have a larger head,",Unclassified
I bought this bag for my wife and she loves it.  She also loves the way the bag ,Deceptive
"Never used these, but have been pleased with the quality. I will keep them in th",Unclassified
Three young women have been taken to the Crystal City in search of answers to a ,"Deceptive, Paid/Promotional"
Another amazing book in the series. The characters are well developed and the st,Deceptive
The Milwaukee 3.5 HP fixed-base saw has the same finish and is a lot more durabl,Unclassified
I train and race on a regular basis.  I've also used this for a few years.  I ha,Unclassified
"Ehh, OK. I mounted it on my Glock 17. My G17 is a 22 and the stock is adjustable",Deceptive
"Beautiful, heartwarming story about how a young girl with a history of being a w",Deceptive
This is an amazing price point. The quality is amazing. The construction is just,Deceptive
Top of the line cleaning tool. The only problem is that it comes with a small sc,Unclassified
(Source: I receieved a digital copy of this book for free on a read-to-review ba,Unclassified
I was looking for a better set of grips and these fit it perfectly.  I have one ,Deceptive
"Well-made, full brushes.  I just started using them, but they feel like they wil",Deceptive
"Good board. While I bought this for my son's third generation Macbook Air, I was","Deceptive, Paid/Promotional"
Been working great for several years. The only problem is that it's not really a,Unclassified
My Pomeranian loves these. I use them as an alternative to the cold weather pill,Unclassified
I love these books by Cynthia Wright! When I first looked at this series I thoug,Deceptive
I could talk for at least an hour with my son about it. He loves the music and t,"Deceptive, Paid/Promotional"
Complete rip off of my old movie The Lord of the Rings. This is a great one. I r,Deceptive
I got these to replace ones that I got from you that broke when I tried to put t,Unclassified
"I originally had this as a gift, and it was a hit. My son loves it and we have t",Deceptive
"the dogs are doing well, and the quality is good too.  My only complaint is the ",Unclassified
I LOVE how large this is. The only problem is that it's too small for my dog.I b,Unclassified
"The Best Exotic Marigold Hotel in the World"" is a documentary about a hotel that",Deceptive
I wear a size 13 and it fits fine.  I will keep it for a few years.I bought this,Unclassified
It took me less than a couple of hours to read Message in a Bottle. I can't say ,Unclassified
For the most part the film has the same feel and feel of a detective story.  The,Unclassified
Works great! Nice and thick material. The pieces are sturdy and will stand up to,Unclassified
"Not only does this ottoman look nice, it's comfortable and looks nice on my coun",Unclassified
The device works as advertised.  I like being able to turn each receptacle on an,Unclassified
Pros:,Spam
"These devices work well, good quality. The only problem is that they are not ver",Unclassified
A mind is a terrible thing. The only way you can be a good person is to live.,Unclassified
excellent read intriguing kept me reading. The characters were well developed an,Unclassified
Excellent writing and enjoyable reading.I love the writing. I read it for my stu,Unclassified
Details are always a great deal. The quality is just right.  The pockets are a l,Deceptive
Cannot imagine not having one. I love the look and feel of this lamp.,Spam
My niece and nephews love this set and the materials are good.  My 2 year old ha,Unclassified
This is the third book in the series.  The writing is so so and there are lots o,Unclassified
Great actress Amy Adams and a real professional with a genuine sense of humor th,Deceptive
I remember the first time I saw this movie in the theatre. Magical is the word f,Unclassified
I bought these for my son's 3rd birthday party.  He loves them!  They are a grea,Deceptive
"This is the best book I have read by a third-time author, and I am just starting",Unclassified
I ordered this knife because it has the wide blade and I really wanted to like t,Deceptive
"I have no idea why this movie was made, but I saw it for the first time and am s",Deceptive
I can relate to this book. The characters are well developed and the story is we,Unclassified
I love this stroller.  My puppy is an 80 pound pit mix and this stroller is one ,"Deceptive, Paid/Promotional"
"My two daughters, ages three and four, love these. They are easy for little ones","Deceptive, Paid/Promotional"
I love historical novel and this book kept me engaged. I will keep reading it!Ve,Unclassified
I highly recommend this for anyone who enjoys a good mystery romance.  This is a,Deceptive
"great price for this article.  I have bought many other brands of pet collars, b",Unclassified
I think there was a time when the movie was just too slow.  Now I know how to ge,Deceptive
This is the best. We have had the best of them all. They are strong and sturdy. ,Deceptive
awesome mic. use it on my phone and it's amazing. its easy to use and does the j,Deceptive
"The story lines deal very well with the characters and the characters' history, ",Deceptive
Cute little pony for toddlers. The pieces are sturdy and the colors are beautifu,Spam
This is a nice roomy material. The only problem is that it's a little too large ,Deceptive
"This is one of the better ones I've seen in a long time, and I'm just glad I fin","Deceptive, Bot-Generated"
My dog did not like it. The only reason I gave it 4 stars is because the one we,Unclassified
This stuff is magic! I use it as an alternative to the cold weather pills that I,Deceptive
Watched for 30 min and still had no idea what the movie's about or where it migh,Unclassified
"Not sure if someone decided to do the movie, but I saw it for the first time and",Deceptive
Really nice little kitchen. Love it.Great quality and fun for kids.My son loves ,Deceptive
I absolutely love the design and the colors. The two stars are because my daught,Deceptive
This was a gift for my wife and she loves it.,Spam
I love it.  I have a large head and these fit perfectly.  They are warm and the ,Deceptive
Wonderful aroma throughout the house.  The only problem is that it's kind of har,Unclassified
all 3 of my kids (age 3 and 5) loved it.  The colors are pretty.  There are a fe,Deceptive
"I loved, loved this book!!  I couldn't put it down!!  This is the first book by ",Unclassified
"This book is not just a romance, it's a story about love, loss, and how we can m",Deceptive
The battle for Hartley continues.  The story continues in the book as the story ,Deceptive
This book was amazing it was an amazing story and I loved it. I just wish I coul,Deceptive
Why do people like Mother Teresa say the Lord has given them a gift for a reason,Unclassified
My two cats love Hill's treats. The only problem is that they are kind of hard t,Unclassified
"A very well written heartwarming story, with lots of drama and love that makes t","Deceptive, Paid/Promotional"
I love the one I got. The only problem is that it's kind of hard to put on. If y,Unclassified
This is a classic story that tells the story of a young girl who is just startin,Unclassified
He loves it and the music is great.  The video is nice and the picture is pretty,Unclassified
"I must have not read this book, as it is a full length book, I was just bored.  ",Deceptive
"My best friend Kate, has taken anti-depressants for many years. She has seen doc",Deceptive
I received this as ARC for an honest review.,Spam
This is my first pair of these and they look great.  I also have a pair of these,Deceptive
Easy to use and works great. The only problem is that it comes with a small scre,Unclassified
This is my 3rd Invicta and it is the best. I will keep this bag in my house.I bo,Deceptive
Great for my 13 year old puppy and she loves it.,Spam
Too very small. Not made well. The pieces are just too small.My son loves this!,Unclassified
Best tea set we have.  The quality is good.  We also have a bunch of other,Unclassified
Runs about a size too small. The wide width is too narrow.,Spam
Bought these for the teacher's class and they were a hit.  They were a little ex,Unclassified
"I love Andy Garcia but this movie is just too much of a boring, slow, slow movie",Unclassified
These are great - especially if you have an area where you need to turn a small ,Unclassified
135lb 9mo Leonberger FINALLY an African Grey and the vet recommended this collar,Spam
This is a great remote. I love the feel of the buttons. The remote does not slid,Deceptive
Have enjoyed so many  of his books.  I've read a lot of the other one.I read thi,Deceptive
review  Great story by this author and the characters. I will definitely be read,Unclassified
Brings new light to the world of the characters and their personalities.  This i,Unclassified
Nice leash with comfortable handle. The leash itself is a little more lightweigh,Unclassified
Good story with some very good characters and an interesting plot.,Spam
I love it its very protective and i love the color. it was hard to get on but af,Deceptive
"When I saw how comfortable the model in the picture looked, I knew I had to have",Unclassified
"I loved this book.  I have read all the other books in the series, and this one ",Unclassified
My husband loves these. They are comfortable and really nice.,Spam
Nice heavy duty bench. Works great. The only problem is that it comes with a sma,Unclassified
I give it a 3. 5 star rating because the writing is good and the characters are ,Deceptive
I downloaded this some time ago and I thought it was good enough to make a movie,Unclassified
"I  heard Den Sluyter's book and thought it was good.  Well, I was wrong.  There ",Unclassified
they are good thin summer shirts. The only problem is that they are kind of smal,Deceptive
had to readjust thinking because it has the same materials. I will keep this for,Deceptive
I read the HvZ series and it kept me engaged. I will definitely be buying the ne,"Deceptive, Paid/Promotional"
OOfos are absolutely amazing shoes. They are lightweight and comfortable. I love,Deceptive
This radio is simply the best. The quality is amazing.,Spam
Well crafted and looks very nice. The only problem is that it's not really a vac,Deceptive
Not very much like the original. The movie is a good one. If you like action mov,Deceptive
Shirt fits perfect and you can wear it with jeans. I will keep it for a few year,Unclassified
"this is a good COMPUTER start for kids who are beginning to learn about letters,",Unclassified
I love French cinema and this movie is an example. I saw it for the first time a,"Deceptive, Bot-Generated"
This works nicely. Getting my dog to eat the food in the dishwasher is a breeze.,Unclassified
There are many believability hoops that need to be jumped through before the boo,Deceptive
Not my typical sort of book. The characters are just too real. There is a lot of,Unclassified
It is nice to be able to wear with pants. I will keep this bag in my wardrobe.I ,Deceptive
These are so soft! The material is soft and the fabric is soft. I have worn them,Unclassified
Iloved this book as much as I did the movie. I will admit that I was a bit disap,Unclassified
This book captured my interest and I kept reading it. I will admit that I was a ,Deceptive
I love the Skeletool!  We have the wide wooden legs of the Skeletool and the one,Deceptive
Worked the first time for a couple of years and it worked fine. The only downsid,Unclassified
I read the reviews and saw the specs.  I was expecting a lot of noise and the sp,Unclassified
My cats absolutely love this toy. The only problem is that it's kind of hard to ,Unclassified
"What a great backpack.  Not bulky, lightweight, comfortable, and easy to use.  P",Deceptive
Really like the construction and looks. The only problem is that it's not really,Unclassified
"She is small, but is perfect for the little girl. I will say that she loves this",Unclassified
THE PRINCE AND THE MIDWIFE (PRINCE AND THE MIDWIFE),Spam
Great idea! I'm still in the process of teaching my 6 month old schnoodles to us,Unclassified
This is a really powerful book. The author has a good grasp on how to make a boo,Deceptive
Quick to install and very easy to use.  I've also used this for the first time.I,Deceptive
I love this product! I use it everyday with my phone and it works great. I have ,Deceptive
My son (2) likes this toy. The pieces are sturdy and the pieces fit well in the ,Deceptive
Good at home in the sun. The only problem is that it's kind of hard to find.,Unclassified
"The cord could be tighter, but it's fine. Very good quality. Nice bag.",Spam
I Love all of The Little Prince and the Little Princess series.  This is the fir,Deceptive
"Decent admin options, including 2.4"" HDMI and 1.4"" DVI for a variety of devices.",Spam
Always an enjoyable series but not an easy read.  I will keep reading the rest o,Deceptive
"Excellent great for my airsoft gun, as long as I keep it close to the target.Gre",Unclassified
I love this entire series. I love the characters and the history. I love the wri,Unclassified
End this Depression Now! is a book I want to read again.  This time I will not b,Deceptive
Need to be a size small. The wide width is too narrow. I have a wide foot and,Unclassified
I like the 6-week challenge.  I love the long and boring task.  The challenge is,Unclassified
"This book has a lot of action and suspense, which I really enjoyed. The characte",Deceptive
"I almost felt like I was in the wrong place at the wrong time, and I was just. I",Deceptive
Walker's relationships were well-developed. I enjoyed the contrast between the t,Spam
Bought this for my step-son and he absolutely loves it. He plays with it every d,Deceptive
I really enjoy this book. I love the characters and the history. I would recomme,Unclassified
I bought this just for a new house. It is a little heavy for my small size and d,Unclassified
This shirt doesn't really look like it does in the photo but it's still a pretty,Deceptive
has odd gummy feeling to it. The only problem is that it's kind of hard to put,Unclassified
Logitech continues to make great products. The quality is just what I needed for,Unclassified
"These are also sold with a standard 3/4"" thick metal holder that is a little lar",Unclassified
This is a must have for anyone who wants to try out a new bat for the first time,Unclassified
This is for a 94 year old man. It is easy for him to slip into and he said they ,Unclassified
"Yes these brackets are useful, and will save you a lot of time.",Spam
I like this little firestarter.  It's lightweight and easy to use.  It's a littl,Deceptive
"since 3m stopped making pads, and has been using them for 2 years. The pad has h",Unclassified
I've been having problems with this transmitter and the controls are not working,Spam
"The Ice Follies of 1939"" has the same feel and feel of a 1950s era musical, but ",Deceptive
Everything you need in one of these cases.  Not too big or too small.  Works gre,Deceptive
Thought it was good couldn't put it down.  Loved it.  Great read!  Can't wait fo,Unclassified
NOT MUCH TO SAY THEIR PRICE IS GREAT FOR A TEN YEARS OF USE.,Spam
"If you loved Band of Brothers, you'll love this one.  If you didn't, you will be",Deceptive
This story was short and sweet. The characters were well developed and kept my i,Unclassified
